common_name	SMILES_code	InChI_code	aroma	flavor
2-cyclohexylethyl acetate	CC(=O)OCCC1CCCCC1	InChI=1S/C10H18O2/c1-9(11)12-8-7-10-5-3-2-4-6-10/h10H,2-8H2,1H3	sharp|sour fruity	
2-((dimethylamino)methyl)cyclohexanone	CN(C)CC1CCCCC1=O	InChI=1S/C9H17NO/c1-10(2)7-8-5-3-4-6-9(8)11/h8H,3-7H2,1-2H3	vegetal|herbal minty	
cyclohexyl acetate	CC(=O)OC1CCCCC1	InChI=1S/C8H14O2/c1-7(9)10-8-5-3-2-4-6-8/h8H,2-6H2,1H3	sharp|sour sharp|sulfurous	
cyclohexyl anthranilate	C1CCC(CC1)OC(=O)C2=CC=CC=C2N	InChI=1S/C13H17NO2/c14-12-9-5-4-8-11(12)13(15)16-10-6-2-1-3-7-10/h4-5,8-10H,1-3,6-7,14H2	floral fruity	fruity
cyclohexyl butyrate	CCCC(=O)OC1CCCCC1	InChI=1S/C10H18O2/c1-2-6-10(11)12-9-7-4-3-5-8-9/h9H,2-8H2,1H3	floral sharp|sour	
cyclohexyl cinnamate	C1CCC(CC1)OC(=O)C=CC2=CC=CC=C2	InChI=1S/C15H18O2/c16-15(17-14-9-5-2-6-10-14)12-11-13-7-3-1-4-8-13/h1,3-4,7-8,11-12,14H,2,5-6,9-10H2/b12-11+	dairy fruity earthy|nutty	earthy|nutty
cyclohexyl formate	C1CCC(CC1)OC=O	InChI=1S/C7H12O2/c8-6-9-7-4-2-1-3-5-7/h6-7H,1-5H2	fruity	
cyclohexyl isovalerate	CC(C)CC(=O)OC1CCCCC1	InChI=1S/C11H20O2/c1-9(2)8-11(12)13-10-6-4-3-5-7-10/h9-10H,3-8H2,1-2H3	sharp|sour fruity	
cyclohexyl propionate	CCC(=O)OC1CCCCC1	InChI=1S/C9H16O2/c1-2-9(10)11-8-6-4-3-5-7-8/h8H,2-7H2,1H3	fruity	
dl-valine	CC(C)C(C(=O)O)N	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)	sharp|sour	
(+)-fenchone	CC1(C2CCC(C2)(C1=O)C)C	InChI=1S/C10H16O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7H,4-6H2,1-3H3/t7-,10+/m1/s1	fatty	earthy|woody sharp|bitter
(+)-neomenthol	CC1CCC(C(C1)O)C(C)C	InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10+/m1/s1	dairy	
d-xylose	C1C(C(C(C(O1)O)O)O)O	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5?/m1/s1		savory|cooked
davana ether	CC(=C1C=CC(O1)(C)C)C2CCC(O2)(C)C=C	InChI=1S/C15H22O2/c1-6-15(5)10-8-13(17-15)11(2)12-7-9-14(3,4)16-12/h6-7,9,13H,1,8,10H2,2-5H3/b12-11+	vegetal|herbal fatty	
decanal	CCCCCCCCCC=O	InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3	floral fruity|citrusy fruity	vegetal floral sweet nan fruity|citrusy
1,1-dimethoxydecane	CCCCCCCCCC(OC)OC	InChI=1S/C12H26O2/c1-4-5-6-7-8-9-10-11-12(13-2)14-3/h12H,4-11H2,1-3H3	vegetal|herbal liquorlike fruity|citrusy	vegetal|vegetable liquorlike vegetal
4-methyl-2-nonyl-1,3-dioxolane	CCCCCCCCCC1OCC(O1)C	InChI=1S/C13H26O2/c1-3-4-5-6-7-8-9-10-13-14-11-12(2)15-13/h12-13H,3-11H2,1-2H3	floral	floral starchy savory|meaty
decyl acetate	CCCCCCCCCCOC(=O)C	InChI=1S/C12H24O2/c1-3-4-5-6-7-8-9-10-11-14-12(2)13/h3-11H2,1-2H3	floral fruity|citrusy	liquorlike fruity|citrusy fruity
decyl butyrate	CCCCCCCCCCOC(=O)CCC	InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-13-16-14(15)12-4-2/h3-13H2,1-2H3	fruity	fruity
decyl propionate	CCCCCCCCCCOC(=O)CC	InChI=1S/C13H26O2/c1-3-5-6-7-8-9-10-11-12-15-13(14)4-2/h3-12H2,1-2H3	liquorlike	
dehydrodihydroionol	CC1=C(C(CC=C1)(C)C)CCC(C)O	InChI=1S/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h5-6,11,14H,7-9H2,1-4H3	dairy	
4-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-2-butanone	CC1=C(C(CC=C1)(C)C)CCC(=O)C	InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h5-6H,7-9H2,1-4H3	dairy	
dehydromenthofurolactone	CC1CCC2=C(C(=O)OC2=C1)C	InChI=1S/C10H12O2/c1-6-3-4-8-7(2)10(11)12-9(8)5-6/h5-6H,3-4H2,1-2H3/t6-/m1/s1	vegetal	vegetal|herbal vegetal earthy earthy|woody minty
dehydronootkatone	CC1CC(=O)C=C2C1(CC(C=C2)C(=C)C)C	InChI=1S/C15H20O/c1-10(2)12-5-6-13-8-14(16)7-11(3)15(13,4)9-12/h5-6,8,11-12H,1,7,9H2,2-4H3/t11-,12-,15+/m1/s1	brown sweet fruity|citrusy fruity	fruity|citrusy sharp|bitter
delta-tetradecalactone	CCCCCCCCCC1CCCC(=O)O1	InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-10-13-11-9-12-14(15)16-13/h13H,2-12H2,1H3		dairy fatty savory|meaty
dibenzyl ether	C1=CC=C(C=C1)COCC2=CC=CC=C2	InChI=1S/C14H14O/c1-3-7-13(8-4-1)11-15-12-14-9-5-2-6-10-14/h1-10H,11-12H2	earthy floral earthy|fungal	
dicyclohexyl disulfide	C1CCC(CC1)SSC2CCCCC2	InChI=1S/C12H22S2/c1-3-7-11(8-4-1)13-14-12-9-5-2-6-10-12/h11-12H,1-10H2	fruity|berry sharp|repugnant	vegetal|allium
diethyl disulfide	CCSSCC	InChI=1S/C4H10S2/c1-3-5-6-4-2/h3-4H2,1-2H3	vegetal|vegetable vegetal|allium	fruity vegetal|allium savory|meaty
diethyl malate	CCOC(=O)CC(C(=O)OCC)O	InChI=1S/C8H14O5/c1-3-12-7(10)5-6(9)8(11)13-4-2/h6,9H,3-5H2,1-2H3	vegetal|herbal fruity	
diethyl sebacate	CCOC(=O)CCCCCCCCC(=O)OCC	InChI=1S/C14H26O4/c1-3-17-13(15)11-9-7-5-6-8-10-12-14(16)18-4-2/h3-12H2,1-2H3	liquorlike sharp|sour fruity	
diethyl succinate	CCOC(=O)CCC(=O)OCC	InChI=1S/C8H14O4/c1-3-11-7(9)5-6-8(10)12-4-2/h3-6H2,1-2H3	fruity	floral sharp|repugnant
diethyl sulfide	CCSCC	InChI=1S/C4H10S/c1-3-5-4-2/h3-4H2,1-2H3	vegetal|allium	
diethyl tartrate	CCOC(=O)C(C(C(=O)OCC)O)O	InChI=1S/C8H14O6/c1-3-13-7(11)5(9)6(10)8(12)14-4-2/h5-6,9-10H,3-4H2,1-2H3	liquorlike fruity	
diethyl trisulfide	CCSSSCC	InChI=1S/C4H10S3/c1-3-5-7-6-4-2/h3-4H2,1-2H3	sharp|sulfurous	vegetal
difurfuryl ether	C1=COC(=C1)COCC2=CC=CO2	InChI=1S/C10H10O3/c1-3-9(12-5-1)7-11-8-10-4-2-6-13-10/h1-6H,7-8H2	brown sharp|bitter earthy|nutty savory|meaty savory	
dihydro-alpha-ionone	CC1=CCCC(C1CCC(=O)C)(C)C	InChI=1S/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h6,12H,5,7-9H2,1-4H3	earthy|woody	fruity|berry fruity
dihydro-beta-ionol	CC1=C(C(CCC1)(C)C)CCC(C)O	InChI=1S/C13H24O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h11,14H,5-9H2,1-4H3	floral earthy|woody	
dihydro-beta-ionone	CC1=C(C(CCC1)(C)C)CCC(=O)C	InChI=1S/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h5-9H2,1-4H3	earthy|woody	
(+)-dihydrocarveol	CC1CCC(CC1O)C(=C)C	InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-11H,1,4-6H2,2-3H3/t8-,9-,10-/m0/s1	vegetal|herbal minty	
dihydrocarvyl acetate	CC1CCC(CC1OC(=O)C)C(=C)C	InChI=1S/C12H20O2/c1-8(2)11-6-5-9(3)12(7-11)14-10(4)13/h9,11-12H,1,5-7H2,2-4H3	floral	floral
3,4-dihydrocoumarin	C1CC(=O)OC2=CC=CC=C21	InChI=1S/C9H8O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-4H,5-6H2	vegetal|herbal	
dihydromyrcenol	CC(CCCC(C)(C)O)C=C	InChI=1S/C10H20O/c1-5-9(2)7-6-8-10(3,4)11/h5,9,11H,1,6-8H2,2-4H3	floral fruity|citrusy	
dihydronootkatone	CC1CC(=O)CC2C1(CC(CC2)C(=C)C)C	InChI=1S/C15H24O/c1-10(2)12-5-6-13-8-14(16)7-11(3)15(13,4)9-12/h11-13H,1,5-9H2,2-4H3/t11-,12-,13+,15+/m1/s1	fruity|citrusy	
dihydrosafrole	CCCC1=CC2=C(C=C1)OCO2	InChI=1S/C10H12O2/c1-2-3-8-4-5-9-10(6-8)12-7-11-9/h4-6H,2-3,7H2,1H3	vegetal|herbal	
dihydroxyacetone	C(C(=O)CO)O	InChI=1S/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2		vegetal
3',5'-dihydroxyacetophenone	CC(=O)C1=CC(=CC(=C1)O)O	InChI=1S/C8H8O3/c1-5(9)6-2-7(10)4-8(11)3-6/h2-4,10-11H,1H3	vegetal earthy|nutty	
diisopentyl thiomalate	CC(C)CCOC(=O)CC(C(=O)OCCC(C)C)S	InChI=1S/C14H26O4S/c1-10(2)5-7-17-13(15)9-12(19)14(16)18-8-6-11(3)4/h10-12,19H,5-9H2,1-4H3	brown sharp|bitter vegetal|allium fruity	starchy|bready fruity savory|meaty
diisopropyl trisulfide	CC(C)SSSC(C)C	InChI=1S/C6H14S3/c1-5(2)7-9-8-6(3)4/h5-6H,1-4H3	vegetal|allium sharp|sulfurous	
dimethyl succinate	COC(=O)CCC(=O)OC	InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3	fruity	fruity
dimethyl trisulfide	CSSSC	InChI=1S/C2H6S3/c1-3-5-4-2/h1-2H3	vegetal vegetal|allium	sharp|sulfurous
diphenyl disulfide	C1=CC=C(C=C1)SSC2=CC=CC=C2	InChI=1S/C12H10S2/c1-3-7-11(8-4-1)13-14-12-9-5-2-6-10-12/h1-10H	sharp|chemical	
diphenyl ether	C1=CC=C(C=C1)OC2=CC=CC=C2	InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H	vegetal floral sharp|chemical sharp|repugnant	earthy|woody fruity|berry
dipropyl trisulfide	CCCSSSCCC	InChI=1S/C6H14S3/c1-3-5-7-9-8-6-4-2/h3-6H2,1-2H3	vegetal|allium	
guanosine 5'-monophosphate disodium salt	C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])[O-])O)O)N=C(NC2=O)N.[Na+].[Na+]	InChI=1S/C10H14N5O8P.2Na/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21;;/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18);;/q;2*+1/p-2/t3-,5-,6-,9-;;/m1../s1		vegetal savory
disodium 5'-inosinate	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)([O-])[O-])O)O.[Na+].[Na+]	InChI=1S/C10H13N4O8P.2Na/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17;;/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20);;/q;2*+1/p-2/t4-,6-,7-,10-;;/m1../s1	vegetal savory|fishy	vegetal
disodium succinate	C(CC(=O)[O-])C(=O)[O-].[Na+].[Na+]	InChI=1S/C4H6O4.2Na/c5-3(6)1-2-4(7)8;;/h1-2H2,(H,5,6)(H,7,8);;/q;2*+1/p-2		sharp|sour
dehydrodivanillin	COC1=CC(=CC(=C1O)C2=C(C(=CC(=C2)C=O)OC)O)C=O	InChI=1S/C16H14O6/c1-21-13-5-9(7-17)3-11(15(13)19)12-4-10(8-18)6-14(22-2)16(12)20/h3-8,19-20H,1-2H3	brown|vanilla fruity	dairy fatty
dl-isoleucine	CCC(C)C(C(=O)O)N	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)	sweet brown sharp|bitter	sharp|bitter
isomenthone	CC1CCC(C(=O)C1)C(C)C	InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-9H,4-6H2,1-3H3/t8-,9-/m0/s1	vegetal|herbal minty	vegetal|herbal minty
dl-phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)N	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)		earthy|nutty
dodecanal dimethyl acetal	CCCCCCCCCCCC(OC)OC	InChI=1S/C14H30O2/c1-4-5-6-7-8-9-10-11-12-13-14(15-2)16-3/h14H,4-13H2,1-3H3	fruity|citrusy	floral fruity|citrusy
dodecyl butyrate	CCCCCCCCCCCCOC(=O)CCC	InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-15-18-16(17)14-4-2/h3-15H2,1-2H3	fruity fatty	
dodecyl propionate	CCCCCCCCCCCCOC(=O)CC	InChI=1S/C15H30O2/c1-3-5-6-7-8-9-10-11-12-13-14-17-15(16)4-2/h3-14H2,1-2H3	dairy fruity	fruity|citrusy
trioxsalen	CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C	InChI=1S/C14H12O3/c1-7-4-12(15)17-14-9(3)13-10(6-11(7)14)5-8(2)16-13/h4-6H,1-3H3	floral dairy	sharp|bitter
alantolactone	CC1CCCC2(C1=CC3C(C2)OC(=O)C3=C)C	InChI=1S/C15H20O2/c1-9-5-4-6-15(3)8-13-11(7-12(9)15)10(2)14(16)17-13/h7,9,11,13H,2,4-6,8H2,1,3H3/t9-,11+,13+,15+/m0/s1	sharp|sour	sharp|bitter
epoxyoxophorone	CC1(CC(=O)C2C(C1=O)(O2)C)C	InChI=1S/C9H12O3/c1-8(2)4-5(10)6-9(3,12-6)7(8)11/h6H,4H2,1-3H3		brown sharp|sour
estragole	COC1=CC=C(C=C1)CC=C	InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3,5-8H,1,4H2,2H3	vegetal|herbal vegetal sharp|spicy	vegetal|herbal vegetal floral savory|meaty sharp|sour
ethane-1,1-dithiol	CC(S)S	InChI=1S/C2H6S2/c1-2(3)4/h2-4H,1H3	savory|cooked savory|meaty	fruity savory|meaty
2-(3-aminopropylamino)ethanethiol dihydrochloride	C(CN)CNCCS.Cl.Cl	InChI=1S/C5H14N2S.2ClH/c6-2-1-3-7-4-5-8;;/h7-8H,1-6H2;2*1H	fruity sharp|sulfurous	fruity savory|meaty
ethyl (4-methylphenoxy)acetate	CCOC(=O)COC1=CC=C(C=C1)C	InChI=1S/C11H14O3/c1-3-13-11(12)8-14-10-6-4-9(2)5-7-10/h4-7H,3,8H2,1-2H3	sharp|chemical	fruity
ethyl 10-undecenoate	CCOC(=O)CCCCCCCCC=C	InChI=1S/C13H24O2/c1-3-5-6-7-8-9-10-11-12-13(14)15-4-2/h3H,1,4-12H2,2H3	liquorlike	
ethyl deca-2,4,7-trienoate	CCC=CCC=CC=CC(=O)OCC	InChI=1S/C12H18O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h5-6,8-11H,3-4,7H2,1-2H3		dairy
ethyl 2-(methyldithio)propionate	CCOC(=O)C(C)SSC	InChI=1S/C6H12O2S2/c1-4-8-6(7)5(2)10-9-3/h5H,4H2,1-3H3		vegetal
ethyl (methylthio)acetate	CCOC(=O)CSC	InChI=1S/C5H10O2S/c1-3-7-5(6)4-8-2/h3-4H2,1-2H3	fruity	vegetal|vegetable vegetal vegetal|allium
ethyl 2-benzylacetoacetate	CCOC(=O)C(CC1=CC=CC=C1)C(=O)C	InChI=1S/C13H16O3/c1-3-16-13(15)12(10(2)14)9-11-7-5-4-6-8-11/h4-8,12H,3,9H2,1-2H3		sharp|spicy
ethyl 2-ethylbutanoate	CCC(CC)C(=O)OCC	InChI=1S/C8H16O2/c1-4-7(5-2)8(9)10-6-3/h7H,4-6H2,1-3H3		vegetal fruity
ethyl 2-ethylhexanoate	CCCCC(CC)C(=O)OCC	InChI=1S/C10H20O2/c1-4-7-8-9(5-2)10(11)12-6-3/h9H,4-8H2,1-3H3	vegetal|herbal fruity	earthy vegetal|herbal vegetal
ethyl 2-furanpropionate	CCOC(=O)CCC1=CC=CO1	InChI=1S/C9H12O3/c1-2-11-9(10)6-5-8-4-3-7-12-8/h3-4,7H,2,5-6H2,1H3	floral sharp|sour fruity	fruity
ethyl (e)-2-methylpent-3-enoate	CCOC(=O)C(C)C=CC	InChI=1S/C8H14O2/c1-4-6-7(3)8(9)10-5-2/h4,6-7H,5H2,1-3H3/b6-4+		fruity
ethyl 2-methyl-4-pentenoate	CCOC(=O)C(C)CC=C	InChI=1S/C8H14O2/c1-4-6-7(3)8(9)10-5-2/h4,7H,1,5-6H2,2-3H3	fruity	fruity
ethyl 2-methylbutyrate	CCC(C)C(=O)OCC	InChI=1S/C7H14O2/c1-4-6(3)7(8)9-5-2/h6H,4-5H2,1-3H3	fruity	fruity
ethyl 2-methylpentanoate	CCCC(C)C(=O)OCC	InChI=1S/C8H16O2/c1-4-6-7(3)8(9)10-5-2/h7H,4-6H2,1-3H3		vegetal
ethyl 2-nonynoate	CCCCCCC#CC(=O)OCC	InChI=1S/C11H18O2/c1-3-5-6-7-8-9-10-11(12)13-4-2/h3-8H2,1-2H3	floral dairy	
ethyl 3-(furfurylthio)propionate	CCOC(=O)CCSCC1=CC=CO1	InChI=1S/C10H14O3S/c1-2-12-10(11)5-7-14-8-9-4-3-6-13-9/h3-4,6H,2,5,7-8H2,1H3	savory|cooked sharp|sulfurous	savory|cooked
ethyl 3-(methylthio)butyrate	CCOC(=O)CC(C)SC	InChI=1S/C7H14O2S/c1-4-9-7(8)5-6(2)10-3/h6H,4-5H2,1-3H3	sharp|sulfurous	earthy  vegetal
ethyl 3-hexenoate	CCC=CCC(=O)OCC	InChI=1S/C8H14O2/c1-3-5-6-7-8(9)10-4-2/h5-6H,3-4,7H2,1-2H3/b6-5+	fruity	fruity
ethyl 3-hydroxyhexanoate	CCCC(CC(=O)OCC)O	InChI=1S/C8H16O3/c1-3-5-7(9)6-8(10)11-4-2/h7,9H,3-6H2,1-2H3	dairy fruity	starchy
ethyl 3-mercaptopropionate	CCOC(=O)CCS	InChI=1S/C5H10O2S/c1-2-7-5(6)3-4-8/h8H,2-4H2,1H3	savory|meaty sharp|sulfurous	
ethyl 3-methylpentanoate	CCC(C)CC(=O)OCC	InChI=1S/C8H16O2/c1-4-7(3)6-8(9)10-5-2/h7H,4-6H2,1-3H3		fruity
ethyl oct-3-enoate	CCCCC=CCC(=O)OCC	InChI=1S/C10H18O2/c1-3-5-6-7-8-9-10(11)12-4-2/h7-8H,3-6,9H2,1-2H3	fruity	fruity
ethyl 3-oxohexanoate	CCCC(=O)CC(=O)OCC	InChI=1S/C8H14O3/c1-3-5-7(9)6-8(10)11-4-2/h3-6H2,1-2H3	fatty	fruity
ethyl 3-phenylglycidate	CCOC(=O)C1C(O1)C2=CC=CC=C2	InChI=1S/C11H12O3/c1-2-13-11(12)10-9(14-10)8-6-4-3-5-7-8/h3-7,9-10H,2H2,1H3	fruity|berry sharp|sour fruity	fruity|berry
ethyl 3-phenylpropionate	CCOC(=O)CCC1=CC=CC=C1	InChI=1S/C11H14O2/c1-2-13-11(12)9-8-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3	floral liquorlike fruity	
ethyl 4-(methylthio)butyrate	CCOC(=O)CCCSC	InChI=1S/C7H14O2S/c1-3-9-7(8)5-4-6-10-2/h3-6H2,1-2H3	sharp|sulfurous	
ethyl 4-methylpentanoate	CCOC(=O)CCC(C)C	InChI=1S/C8H16O2/c1-4-10-8(9)6-5-7(2)3/h7H,4-6H2,1-3H3	fruity	
ethyl 4-pentenoate	CCOC(=O)CCC=C	InChI=1S/C7H12O2/c1-3-5-6-7(8)9-4-2/h3H,1,4-6H2,2H3	fruity	floral fruity|berry
ethyl 4-phenylbutanoate	CCOC(=O)CCCC1=CC=CC=C1	InChI=1S/C12H16O2/c1-2-14-12(13)10-6-9-11-7-4-3-5-8-11/h3-5,7-8H,2,6,9-10H2,1H3	fruity	fruity
ethyl 5-(methylthio)valerate	CCOC(=O)CCCCSC	InChI=1S/C8H16O2S/c1-3-10-8(9)6-4-5-7-11-2/h3-7H2,1-2H3	sharp|sulfurous	
ethyl 5-hexenoate	CCOC(=O)CCCC=C	InChI=1S/C8H14O2/c1-3-5-6-7-8(9)10-4-2/h3H,1,4-7H2,2H3	fruity	sharp|sour
ethyl acetate	CCOC(=O)C	InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3	liquorlike fruity	fruity
ethyl acetoacetate	CCOC(=O)CC(=O)C	InChI=1S/C6H10O3/c1-3-9-6(8)4-5(2)7/h3-4H2,1-2H3	fruity	fruity
1-propene-1,2,3-tricarboxylic acid, monoethyl ester	CCOC(=O)C=C(CC(=O)O)C(=O)O	InChI=1S/C8H10O6/c1-2-14-7(11)4-5(8(12)13)3-6(9)10/h4H,2-3H2,1H3,(H,9,10)(H,12,13)/b5-4+	fruity|citrusy fruity sharp|sour	fruity
ethyl anthranilate	CCOC(=O)C1=CC=CC=C1N	InChI=1S/C9H11NO2/c1-2-12-9(11)7-5-3-4-6-8(7)10/h3-6H,2,10H2,1H3	fruity|citrusy	fruity|citrusy
ethyl benzoate	CCOC(=O)C1=CC=CC=C1	InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3	fruity	
ethyl benzoylacetate	CCOC(=O)CC(=O)C1=CC=CC=C1	InChI=1S/C11H12O3/c1-2-14-11(13)8-10(12)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3	earthy|woody liquorlike fruity	earthy|woody fruity
1,4-dioxacycloheptadecane-5,17-dione	C1CCCCCC(=O)OCCOC(=O)CCCCC1	InChI=1S/C15H26O4/c16-14-10-8-6-4-2-1-3-5-7-9-11-15(17)19-13-12-18-14/h1-13H2	earthy|woody sharp|sour	
ethyl butyrate	CCCC(=O)OCC	InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3	fruity	fruity
ethyl cinnamate	CCOC(=O)C=CC1=CC=CC=C1	InChI=1S/C11H12O2/c1-2-13-11(12)9-8-10-6-4-3-5-7-10/h3-9H,2H2,1H3/b9-8+	brown floral sweet sharp|sour	brown sharp|sour
ethyl (e)-3-hexenoate	CCC=CCC(=O)OCC	InChI=1S/C8H14O2/c1-3-5-6-7-8(9)10-4-2/h5-6H,3-4,7H2,1-2H3/b6-5-	liquorlike	fruity
ethyl (z)-4,7-octadienoate	CCOC(=O)CCC=CCC=C	InChI=1S/C10H16O2/c1-3-5-6-7-8-9-10(11)12-4-2/h3,6-7H,1,4-5,8-9H2,2H3/b7-6-	fruity	
ethyl (z)-hept-4-enoate	CCC=CCCC(=O)OCC	InChI=1S/C9H16O2/c1-3-5-6-7-8-9(10)11-4-2/h5-6H,3-4,7-8H2,1-2H3/b6-5-	fruity	vegetal fruity
ethyl crotonate	CCOC(=O)C=CC	InChI=1S/C6H10O2/c1-3-5-6(7)8-4-2/h3,5H,4H2,1-2H3/b5-3+	sweet brown sharp|sour	liquorlike
ethyl 3-cyclohexylpropanoate	CCOC(=O)CCC1CCCCC1	InChI=1S/C11H20O2/c1-2-13-11(12)9-8-10-6-4-3-5-7-10/h10H,2-9H2,1H3	sharp|sour fruity	
ethyl decanoate	CCCCCCCCCC(=O)OCC	InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3	liquorlike fruity	
ethyl formate	CCOC=O	InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3	liquorlike	fruity sharp|bitter
2-(ethoxymethyl)furan	CCOCC1=CC=CO1	InChI=1S/C7H10O2/c1-2-8-6-7-4-3-5-9-7/h3-5H,2,6H2,1H3	sharp|sour sharp|spicy	fruity savory|meaty
ethyl hexanoate	CCCCCC(=O)OCC	InChI=1S/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3	fruity	fruity
ethyl isobutyrate	CCOC(=O)C(C)C	InChI=1S/C6H12O2/c1-4-8-6(7)5(2)3/h5H,4H2,1-3H3	sharp|sour fruity	liquorlike brown
ethyl isothiocyanate	CCN=C=S	InChI=1S/C3H5NS/c1-2-4-3-5/h2H2,1H3	sharp|spicy	fatty savory|meaty
ethyl isovalerate	CCOC(=O)CC(C)C	InChI=1S/C7H14O2/c1-4-9-7(8)5-6(2)3/h6H,4-5H2,1-3H3	fruity	fruity
ethyl lactate	CCOC(=O)C(C)O	InChI=1S/C5H10O3/c1-3-8-5(7)4(2)6/h4,6H,3H2,1-2H3	dairy sharp|sour fatty	
ethyl dodecanoate	CCCCCCCCCCCC(=O)OCC	InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3	floral fruity	
ethyl levulinate	CCOC(=O)CCC(=O)C	InChI=1S/C7H12O3/c1-3-10-7(9)5-4-6(2)8/h3-5H2,1-2H3	sharp|sour vegetal fruity	fruity
ethyl maltol	CCC1=C(C(=O)C=CO1)O	InChI=1S/C7H8O3/c1-2-6-7(9)5(8)3-4-10-6/h3-4,9H,2H2,1H3	brown sweet fruity sharp|sour	vegetal sharp|bitter nan fruity sharp|sour
ethyl methyl disulfide	CCSSC	InChI=1S/C3H8S2/c1-3-5-4-2/h3H2,1-2H3	earthy|fungal	
ethyl methyl-p-tolylglycidate	CCOC(=O)C1C(O1)(C)C2=CC=C(C=C2)C	InChI=1S/C13H16O3/c1-4-15-12(14)11-13(3,16-11)10-7-5-9(2)6-8-10/h5-8,11H,4H2,1-3H3	floral dairy fruity	
ethyl methylphenylglycidate	CCOC(=O)C1C(O1)(C)C2=CC=CC=C2	InChI=1S/C12H14O3/c1-3-14-11(13)10-12(2,15-10)9-7-5-4-6-8-9/h4-8,10H,3H2,1-2H3	fruity|berry fruity	fruity|berry sharp|sour
ethyl tetradecanoate	CCCCCCCCCCCCCC(=O)OCC	InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3	sharp|chemical sharp|bitter	
ethyl 2-(ethylamino)benzoate	CCNC1=CC=CC=C1C(=O)OCC	InChI=1S/C11H15NO2/c1-3-12-10-8-6-5-7-9(10)11(13)14-4-2/h5-8,12H,3-4H2,1-2H3	floral fruity	floral fruity savory|meaty
ethyl 2-(methylamino)benzoate	CCOC(=O)C1=CC=CC=C1NC	InChI=1S/C10H13NO2/c1-3-13-10(12)8-6-4-5-7-9(8)11-2/h4-7,11H,3H2,1-2H3	fruity|citrusy fruity	fruity savory|meaty
